"rock","テキスト37","AREAKNB","テキスト38","3段","2段","1段",,"位置X","位置Y","方向","型","列数",,,,
0,1,"00:通常",0,0,0,0,,,,,,,,,,
"0A","01","00:通常",30000,10,0,0,0,1.6,0,"↓",14,1,,,,
"0A","02","00:通常",30000,10,0,0,0,3.2,0,"↓",14,1,,,,
"0A","03","00:通常",30000,10,0,0,0,4.8,0,"↓",14,1,,,,
"0A","04","00:通常",30000,10,0,0,0,6.4,0,"↓",14,1,,,,
"0A","05","00:通常",30000,10,0,0,0,8,0,"↓",14,1,,,,
"0A","06","00:通常",30000,10,0,0,0,9.6,0,"↓",14,1,,,,
"0A","07","00:通常",30000,10,0,0,0,11.2,0,"↓",14,1,,,,
"0A","08","00:通常",30000,10,0,0,0,12.8,0,"↓",14,1,,,,
"0A","09","00:通常",30000,10,0,0,0,14.4,0,"↓",14,1,,,,
"0A",10,"00:通常",30000,10,0,0,0,16,0,"↓",14,1,,,,
"0A",11,"00:通常",30000,10,0,0,0,17.6,0,"↓",14,1,,,,
"0A",12,"00:通常",30000,10,0,0,0,19.2,0,"↓",14,1,,,,
"0A",13,"00:通常",30000,10,0,0,0,20.8,0,"↓",14,1,,,,
"0A",14,"00:通常",30000,10,0,0,0,22.4,0,"↓",14,1,,,,
"0A",15,"00:通常",60000,10,0,0,0,24,0,"↓",14,1,,,,
"0A",16,"00:通常",30000,10,0,0,0,25.6,0,"↓",14,1,,,,
"0A",17,"00:通常",30000,10,0,0,0,27.2,0,"↓",14,1,,,,
"0A",18,"00:通常",30000,10,0,0,0,28.8,0,"↓",14,1,,,,
"0A",19,"00:通常",30000,10,0,0,0,30.4,0,"↓",14,1,,,,
"0A",20,"00:通常",30000,10,0,0,0,32,0,"↓",14,1,,,,
"0A",21,"00:通常",30000,10,0,0,0,1.6,0,"↓",14,1,,,,
"0A",22,"00:通常",30000,10,0,0,0,3.2,0,"↓",14,1,,,,
"0A",23,"00:通常",30000,10,0,0,0,4.8,0,"↓",14,1,,,,
"0A",24,"00:通常",30000,10,0,0,0,6.4,0,"↓",14,1,,,,
"0A",25,"00:通常",30000,10,0,0,0,8,0,"↓",14,1,,,,
"0A",26,"00:通常",30000,10,0,0,0,9.6,0,"↓",14,1,,,,
"0A",27,"00:通常",30000,10,0,0,0,11.2,0,"↓",14,1,,,,
"0A",28,"00:通常",30000,10,0,0,0,12.8,0,"↓",14,1,,,,
"0A",29,"00:通常",30000,10,0,0,0,14.4,0,"↓",14,1,,,,
"0A",30,"00:通常",30000,10,0,0,0,16,0,"↓",14,1,,,,
"0A",31,"00:通常",30000,10,0,0,0,17.6,0,"↓",14,1,,,,
"0A",32,"00:通常",30000,10,0,0,0,19.2,0,"↓",14,1,,,,
"0A",33,"00:通常",30000,10,0,0,0,20.8,0,"↓",14,1,,,,
"0A",34,"00:通常",30000,10,0,0,0,22.4,0,"↓",14,1,,,,
"0A",35,"00:通常",30000,10,0,0,0,24,0,"↓",14,1,,,,
"0A",36,"00:通常",30000,10,0,0,0,25.6,0,"↓",14,1,,,,
"0A",37,"00:通常",36000,18,0,0,0,-1.2,3.2,"→",14,1,,,,
"0A",38,"00:通常",36000,18,0,0,0,-1.2,1.6,"→",14,1,,,,
"0A",39,"00:通常",36000,18,0,0,0,-1.2,0,"→",14,1,,,,
"0A",40,"00:通常",12000,10,0,0,0,0,1.6,"←",14,1,,,,
"0A",41,"00:通常",12000,10,0,0,0,0,0,"←",14,1,,,,
"0A",42,"00:通常",12000,4,0,0,0,,,,,1,,,,
"0A","ZZ","10:引当不可",0,0,0,0,,,,,,1,,,,
"0B","01","00:通常",30000,10,0,0,0,1.6,0,"↓",14,1,,,,
"0B","02","00:通常",30000,10,0,0,0,3.2,0,"↓",14,1,,,,
"0B","03","00:通常",30000,10,0,0,0,4.8,0,"↓",14,1,,,,
"0B","04","00:通常",30000,10,0,0,0,6.4,0,"↓",14,1,,,,
"0B","05","00:通常",30000,10,0,0,0,8,0,"↓",14,1,,,,
"0B","06","00:通常",30000,10,0,0,0,9.6,0,"↓",14,1,,,,
"0B","07","00:通常",30000,10,0,0,0,11.2,0,"↓",14,1,,,,
"0B","08","00:通常",30000,10,0,0,0,12.8,0,"↓",14,1,,,,
"0B","09","00:通常",30000,10,0,0,0,14.4,0,"↓",14,1,,,,
"0B",10,"00:通常",30000,10,0,0,0,16,0,"↓",14,1,,,,
"0B",11,"00:通常",30000,10,0,0,0,17.6,0,"↓",14,1,,,,
"0B",12,"00:通常",30000,10,0,0,0,19.2,0,"↓",14,1,,,,
"0B",13,"00:通常",30000,10,0,0,0,20.8,0,"↓",14,1,,,,
"0B",14,"00:通常",60000,10,0,0,0,22.4,0,"↓",14,1,,,,
"0B",15,"00:通常",30000,10,0,0,0,24,0,"↓",14,1,,,,
"0B",16,"00:通常",30000,10,0,0,0,25.6,0,"↓",14,1,,,,
"0B",17,"00:通常",30000,10,0,0,0,27.2,0,"↓",14,1,,,,
"0B",18,"00:通常",30000,10,0,0,0,28.8,0,"↓",14,1,,,,
"0B",19,"00:通常",30000,10,0,0,0,30.4,0,"↓",14,1,,,,
"0B",20,"00:通常",30000,10,0,0,0,32,0,"↓",14,1,,,,
"0B",21,"00:通常",15000,5,0,0,0,1.6,0,"↓",14,1,,,,
"0B",22,"00:通常",15000,5,0,0,0,3.2,0,"↓",14,1,,,,
"0B",23,"00:通常",15000,5,0,0,0,4.8,0,"↓",14,1,,,,
"0B",24,"00:通常",15000,5,0,0,0,6.4,0,"↓",14,1,,,,
"0B",25,"00:通常",15000,5,0,0,0,8,0,"↓",14,1,,,,
"0B",26,"00:通常",15000,5,0,0,0,9.6,0,"↓",14,1,,,,
"0B",27,"00:通常",15000,5,0,0,0,11.2,0,"↓",14,1,,,,
"0B",28,"00:通常",15000,5,0,0,0,12.8,0,"↓",14,1,,,,
"0B",29,"00:通常",15000,5,0,0,0,14.4,0,"↓",14,1,,,,
"0B",30,"00:通常",15000,5,0,0,0,16,0,"↓",14,1,,,,
"0B",31,"00:通常",15000,5,0,0,0,17.6,0,"↓",14,1,,,,
"0B",32,"00:通常",15000,5,0,0,0,19.2,0,"↓",14,1,,,,
"0B",33,"00:通常",15000,5,0,0,0,20.8,0,"↓",14,1,,,,
"0B",34,"00:通常",15000,5,0,0,0,22.4,0,"↓",14,1,,,,
"0B",35,"00:通常",15000,5,0,0,0,24,0,"↓",14,1,,,,
"0B",36,"00:通常",15000,6,0,0,0,1.6,0,"↑",14,1,,,,
"0B",37,"00:通常",15000,6,0,0,0,3.2,0,"↑",14,1,,,,
"0B",38,"00:通常",15000,6,0,0,0,4.8,0,"↑",14,1,,,,
"0B",39,"00:通常",15000,6,0,0,0,6.4,0,"↑",14,1,,,,
"0B",40,"00:通常",15000,6,0,0,0,8,0,"↑",14,1,,,,
"0B",41,"00:通常",15000,6,0,0,0,9.6,0,"↑",14,1,,,,
"0B",42,"00:通常",15000,6,0,0,0,11.2,0,"↑",14,1,,,,
"0B",43,"00:通常",15000,6,0,0,0,12.8,0,"↑",14,1,,,,
"0B",44,"00:通常",15000,6,0,0,0,14.4,0,"↑",14,1,,,,
"0B",45,"00:通常",15000,6,0,0,0,16,0,"↑",14,1,,,,
"0B",46,"00:通常",15000,6,0,0,0,17.6,0,"↑",14,1,,,,
"0B",47,"00:通常",15000,6,0,0,0,19.2,0,"↑",14,1,,,,
"0B",48,"00:通常",15000,6,0,0,0,20.8,0,"↑",14,1,,,,
"0B",49,"00:通常",15000,6,0,0,0,22.4,0,"↑",14,1,,,,
"0B",50,"00:通常",15000,6,0,0,0,24,0,"↑",14,1,,,,
"0C","01","00:通常",15000,5,0,0,0,0,0,"↑",14,1,,,,
"0C","02","00:通常",15000,5,0,0,0,-1.6,0,"↑",14,1,,,,
"0C","03","00:通常",15000,5,0,0,0,-3.2,0,"↑",14,1,,,,
"0C","04","00:通常",15000,5,0,0,0,-4.8,0,"↑",14,1,,,,
"0C","05","00:通常",15000,5,0,0,0,-6.4,0,"↑",14,1,,,,
"0C","06","00:通常",15000,5,0,0,0,-8,0,"↑",14,1,,,,
"0C","07","00:通常",15000,5,0,0,0,-9.6,0,"↑",14,1,,,,
"0C","08","00:通常",15000,5,0,0,0,-11.2,0,"↑",14,1,,,,
"0C","09","00:通常",15000,5,0,0,0,-12.8,0,"↑",14,1,,,,
"0C",10,"00:通常",15000,5,0,0,0,-14.4,0,"↑",14,1,,,,
"0C",11,"00:通常",15000,5,0,0,0,0,0,"↓",14,1,,,,
"0C",12,"00:通常",15000,5,0,0,0,-1.6,0,"↓",14,1,,,,
"0C",13,"00:通常",15000,5,0,0,0,-3.2,0,"↓",14,1,,,,
"0C",14,"00:通常",15000,5,0,0,0,-4.8,0,"↓",14,1,,,,
"0C",15,"00:通常",15000,5,0,0,0,-6.4,0,"↓",14,1,,,,
"0C",16,"00:通常",15000,5,0,0,0,-8,0,"↓",14,1,,,,
"0C",17,"00:通常",15000,5,0,0,0,-9.6,0,"↓",14,1,,,,
"0C",18,"00:通常",15000,5,0,0,0,-11.2,0,"↓",14,1,,,,
"0C",19,"00:通常",15000,5,0,0,0,-12.8,0,"↓",14,1,,,,
"0C",20,"00:通常",15000,5,0,0,0,-14.4,0,"↓",14,1,,,,
"0C",21,"00:通常",15000,5,0,0,0,0,0,"↑",14,1,,,,
"0C",22,"00:通常",15000,5,0,0,0,-1.6,0,"↑",14,1,,,,
"0C",23,"00:通常",15000,5,0,0,0,-3.2,0,"↑",14,1,,,,
"0C",24,"00:通常",15000,5,0,0,0,-4.8,0,"↑",14,1,,,,
"0C",25,"00:通常",15000,5,0,0,0,-6.4,0,"↑",14,1,,,,
"0C",26,"00:通常",15000,5,0,0,0,-8,0,"↑",14,1,,,,
"0C",27,"00:通常",15000,5,0,0,0,-9.6,0,"↑",14,1,,,,
"0C",28,"00:通常",15000,5,0,0,0,-11.2,0,"↑",14,1,,,,
"0C",29,"00:通常",15000,5,0,0,0,-12.8,0,"↑",14,1,,,,
"0C",30,"00:通常",15000,5,0,0,0,-14.4,0,"↑",14,1,,,,
"0C",31,"00:通常",15000,5,0,0,0,-16,0,"↑",14,1,,,,
"0C",32,"00:通常",15000,5,0,0,0,-17.6,0,"↑",14,1,,,,
"0C",33,"00:通常",15000,5,0,0,0,-19.2,0,"↑",14,1,,,,
"0C",34,"00:通常",15000,5,0,0,0,0,0,"↓",14,1,,,,
"0C",35,"00:通常",15000,5,0,0,0,-1.6,0,"↓",14,1,,,,
"0C",36,"00:通常",15000,5,0,0,0,-3.2,0,"↓",14,1,,,,
"0C",37,"00:通常",15000,5,0,0,0,-4.8,0,"↓",14,1,,,,
"0C",38,"00:通常",15000,5,0,0,0,-6.4,0,"↓",14,1,,,,
"0C",39,"00:通常",15000,5,0,0,0,-8,0,"↓",14,1,,,,
"0C",40,"00:通常",15000,5,0,0,0,-9.6,0,"↓",14,1,,,,
"0C",41,"00:通常",15000,5,0,0,0,-11.2,0,"↓",14,1,,,,
"0C",42,"00:通常",15000,5,0,0,0,-12.8,0,"↓",14,1,,,,
"0C",43,"00:通常",15000,5,0,0,0,-14.4,0,"↓",14,1,,,,
"0C",44,"00:通常",15000,5,0,0,0,-16,0,"↓",14,1,,,,
"0C",45,"00:通常",15000,5,0,0,0,-17.6,0,"↓",14,1,,,,
"0C",46,"00:通常",15000,5,0,0,0,-19.2,0,"↓",14,1,,,,
"0C","ZZ","00:通常",0,0,0,0,,,,,,1,,,,
"0D","01","00:通常",15000,5,0,0,0,0,0,"↑",14,1,,,,
"0D","02","00:通常",15000,5,0,0,0,-1.6,0,"↑",14,1,,,,
"0D","03","00:通常",15000,5,0,0,0,-3.2,0,"↑",14,1,,,,
"0D","04","00:通常",15000,5,0,0,0,-4.8,0,"↑",14,1,,,,
"0D","05","00:通常",15000,5,0,0,0,-6.4,0,"↑",14,1,,,,
"0D","06","00:通常",15000,5,0,0,0,-8,0,"↑",14,1,,,,
"0D","07","00:通常",15000,5,0,0,0,-9.6,0,"↑",14,1,,,,
"0D","08","00:通常",15000,5,0,0,0,-11.2,0,"↑",14,1,,,,
"0D","09","00:通常",15000,5,0,0,0,-12.8,0,"↑",14,1,,,,
"0D",10,"00:通常",15000,5,0,0,0,-14.4,0,"↑",14,1,,,,
"0D",11,"00:通常",15000,5,0,0,0,0,0,"↓",14,1,,,,
"0D",12,"00:通常",15000,5,0,0,0,-1.6,0,"↓",14,1,,,,
"0D",13,"00:通常",15000,5,0,0,0,-3.2,0,"↓",14,1,,,,
"0D",14,"00:通常",15000,5,0,0,0,-4.8,0,"↓",14,1,,,,
"0D",15,"00:通常",15000,5,0,0,0,-6.4,0,"↓",14,1,,,,
"0D",16,"00:通常",15000,5,0,0,0,-8,0,"↓",14,1,,,,
"0D",17,"00:通常",15000,5,0,0,0,-9.6,0,"↓",14,1,,,,
"0D",18,"00:通常",15000,5,0,0,0,-11.2,0,"↓",14,1,,,,
"0D",19,"00:通常",15000,5,0,0,0,-12.8,0,"↓",14,1,,,,
"0D",20,"00:通常",15000,5,0,0,0,-14.4,0,"↓",14,1,,,,
"0D",21,"00:通常",15000,5,0,0,0,-16,0,"↓",14,1,,,,
"0D",22,"00:通常",15000,5,0,0,0,-17.6,0,"↓",14,1,,,,
"0D",23,"00:通常",15000,5,0,0,0,-19.2,0,"↓",14,1,,,,
"0D",24,"00:通常",15000,5,0,0,0,-20.8,0,"↓",14,1,,,,
"0D",25,"00:通常",15000,5,0,0,0,-22.4,0,"↓",14,1,,,,
"0D",26,"00:通常",15000,5,0,0,0,-24,0,"↓",14,1,,,,
"0D",27,"00:通常",15000,5,0,0,0,-25.6,0,"↓",14,1,,,,
"0D",28,"00:通常",15000,5,0,0,0,-27.2,0,"↓",14,1,,,,
"0D",29,"00:通常",15000,5,0,0,0,-28.8,0,"↓",14,1,,,,
"0D",30,"00:通常",15000,3,0,0,0,0,-1.6,"←",14,1,,,,
"0D",31,"00:通常",15000,3,0,0,0,0,-3.2,"←",14,1,,,,
"0D",32,"00:通常",15000,3,0,0,0,0,-4.8,"←",14,1,,,,
"0D",33,"00:通常",15000,3,0,0,0,0,-6.4,"←",14,1,,,,
"0D",34,"00:通常",15000,3,0,0,0,0,-8,"←",14,1,,,,
"0D",35,"00:通常",15000,3,0,0,0,0,-9.6,"←",14,1,,,,
"0D",36,"00:通常",15000,3,0,0,0,0,-11.2,"←",14,1,,,,
"0D",37,"00:通常",15000,3,0,0,0,0,-12.8,"←",14,1,,,,
"0D",38,"00:通常",15000,3,0,0,0,0,-14.4,"←",14,1,,,,
"0D",39,"00:通常",15000,3,0,0,0,0,-16,"←",14,1,,,,
"0D",40,"00:通常",15000,3,0,0,0,0,-17.6,"←",14,1,,,,
"0D",41,"00:通常",15000,5,0,0,0,-8,0,"↑",14,1,,,,
"0D",42,"00:通常",15000,5,0,0,0,-6.4,0,"↑",14,1,,,,
"0D",43,"00:通常",15000,5,0,0,0,-4.8,0,"↑",14,1,,,,
"0D",44,"00:通常",15000,5,0,0,0,-3.2,0,"↑",14,1,,,,
"0D",45,"00:通常",15000,5,0,0,0,-1.6,0,"↑",14,1,,,,
"0D",46,"00:通常",15000,5,0,0,0,0,0,"↑",14,1,,,,
"0D",47,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",48,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",49,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",50,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",51,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",52,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",53,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",54,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",55,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",56,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",57,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",58,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",59,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",60,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",61,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",62,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",63,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",64,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",65,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",66,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",67,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",68,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D",69,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0D","ZZ","00:通常",0,0,0,0,,,,,,1,,,,
"0E","02","00:通常",60000,20,0,0,0,0,0,"→",14,1,,,,
"0E","03","00:通常",60000,20,0,0,0,0,1.6,"→",14,1,,,,
"0E","04","00:通常",60000,20,0,0,0,0,3.2,"→",14,1,,,,
"0E","05","00:通常",60000,20,0,0,0,0,4.8,"→",14,1,,,,
"0E","06","00:通常",60000,20,0,0,0,0,6.4,"→",14,1,,,,
"0E","07","00:通常",60000,20,0,0,0,0,8,"→",14,1,,,,
"0E","08","00:通常",60000,20,0,0,0,0,9.6,"→",14,1,,,,
"0E","09","00:通常",60000,20,0,0,0,0,11.2,"→",14,1,,,,
"0E",10,"00:通常",60000,20,0,0,0,0,12.8,"→",14,1,,,,
"0E",11,"00:通常",60000,20,0,0,0,0,15.4,"→",14,1,,,,
"0E",12,"00:通常",60000,20,0,0,0,0,17,"→",14,1,,,,
"0E",13,"00:通常",60000,20,0,0,0,0,18.6,"→",14,1,,,,
"0E",14,"00:通常",60000,20,0,0,0,0,20.2,"→",14,1,,,,
"0E",15,"00:通常",60000,20,0,0,0,0,21.8,"→",14,1,,,,
"0E",16,"00:通常",60000,20,0,0,0,0,23.4,"→",14,1,,,,
"0E",17,"00:通常",60000,20,0,0,0,0,25,"→",14,1,,,,
"0E",18,"00:通常",60000,20,0,0,0,0,27.6,"→",14,1,,,,
"0E",19,"00:通常",60000,20,0,0,0,0,29.2,"→",14,1,,,,
"0E",20,"00:通常",60000,16,0,0,0,4.8,31.8,"→",14,1,,,,
"0E",21,"00:通常",60000,16,0,0,0,4.8,"33.4]","→",14,1,,,,
"0E","ZZ","00:通常",0,0,0,0,,,,,,1,,,,
"0F","01","00:通常",15000,10,0,0,0,32,0,"↓",14,1,,,,
"0F","02","00:通常",15000,10,0,0,0,30.4,0,"↓",14,1,,,,
"0F","03","00:通常",15000,10,0,0,0,28.8,0,"↓",14,1,,,,
"0F","04","00:通常",15000,10,0,0,0,27.2,0,"↓",14,1,,,,
"0F","05","00:通常",15000,10,0,0,0,25.6,0,"↓",14,1,,,,
"0F","06","00:通常",15000,10,0,0,0,24,0,"↓",14,1,,,,
"0F","07","00:通常",15000,10,0,0,0,22.4,0,"↓",14,1,,,,
"0F","08","00:通常",15000,10,0,0,0,20.8,0,"↓",14,1,,,,
"0F","09","00:通常",15000,10,0,0,0,19.2,0,"↓",14,1,,,,
"0F",10,"00:通常",15000,10,0,0,0,17.6,0,"↓",14,1,,,,
"0F",11,"00:通常",15000,10,0,0,0,16,0,"↓",14,1,,,,
"0F",12,"00:通常",15000,10,0,0,0,14.4,0,"↓",14,1,,,,
"0F",13,"00:通常",15000,10,0,0,0,12.8,0,"↓",14,1,,,,
"0F",14,"00:通常",15000,10,0,0,0,11.2,0,"↓",14,1,,,,
"0F",15,"00:通常",15000,10,0,0,0,9.6,0,"↓",14,1,,,,
"0F",16,"00:通常",30000,10,0,0,0,8,0,"↓",14,1,,,,
"0F",17,"00:通常",15000,10,0,0,0,6.4,0,"↓",14,1,,,,
"0F",18,"00:通常",15000,10,0,0,0,4.8,0,"↓",14,1,,,,
"0F",19,"00:通常",15000,10,0,0,0,3.2,0,"↓",14,1,,,,
"0F",20,"00:通常",15000,10,0,0,0,1.6,0,"↓",14,1,,,,
"0F",21,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",22,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",23,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",24,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",25,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",26,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",27,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",28,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",29,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",30,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",31,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",32,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",33,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",34,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",35,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",36,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",37,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",38,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",39,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",40,"00:通常",30000,10,0,0,0,,,,,1,,,,
"0F",41,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",42,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",43,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",44,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",45,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",46,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",47,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",48,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",49,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",50,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",51,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F",52,"00:通常",15000,5,0,0,0,,,,,1,,,,
"0F","ZZ","00:通常",0,0,0,0,,,,,,1,,,,
"0G",1,"00:通常",24000,10,0,0,0,32,0,"↓",14,1,,,,
"0G",2,"00:通常",24000,10,0,0,0,30.4,0,"↓",14,1,,,,
"0G",3,"00:通常",24000,10,0,0,0,28.8,0,"↓",14,1,,,,
"0G",4,"00:通常",24000,10,0,0,0,27.2,0,"↓",14,1,,,,
"0G",5,"00:通常",24000,10,0,0,0,25.6,0,"↓",14,1,,,,
"0G",6,"00:通常",24000,10,0,0,0,24,0,"↓",14,1,,,,
"0G",7,"00:通常",24000,10,0,0,0,22.4,0,"↓",14,1,,,,
"0G",8,"00:通常",24000,10,0,0,0,20.8,0,"↓",14,1,,,,
"0G",9,"00:通常",24000,10,0,0,0,19.2,0,"↓",14,1,,,,
"0G",10,"00:通常",24000,10,0,0,0,17.6,0,"↓",14,1,,,,
"0G",11,"00:通常",24000,10,0,0,0,16,0,"↓",14,1,,,,
"0G",12,"00:通常",24000,10,0,0,0,14.4,0,"↓",14,1,,,,
"0G",13,"00:通常",24000,10,0,0,0,12.8,0,"↓",14,1,,,,
"0G",14,"00:通常",24000,10,0,0,0,11.2,0,"↓",14,1,,,,
"0G",15,"00:通常",24000,10,0,0,0,9.6,0,"↓",14,1,,,,
"0G",16,"00:通常",24000,10,0,0,0,8,0,"↓",14,1,,,,
"0G",17,"00:通常",24000,10,0,0,0,6.4,0,"↓",14,1,,,,
"0G",18,"00:通常",24000,10,0,0,0,4.8,0,"↓",14,1,,,,
"0G",19,"00:通常",24000,10,0,0,0,3.2,0,"↓",14,1,,,,
"0G",20,"00:通常",24000,10,0,0,0,1.6,0,"↓",14,1,,,,
"0H","1A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1S","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1T","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","1U","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4D","00:通常",1000,0,0,1,0,,,,,1,,,,
