"rock","テキスト37","AREAKNB","テキスト38","3段","2段","1段",,"位置X","位置Y","方向","型","列数",,,,
"7B","05","00:通常",16000,4,2,0,0,,,,,,,,,
"7B","06","00:通常",16000,4,2,0,0,,,,,,,,,
"7B","07","00:通常",16000,4,2,0,0,,,,,,,,,
"7B","08","00:通常",16000,4,2,0,0,,,,,,,,,
"7B","09","00:通常",16000,4,2,0,0,,,,,,,,,
"7B",10,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",11,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",12,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",13,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",14,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",15,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",16,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",17,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",18,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",19,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",20,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",21,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",22,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",23,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",24,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",25,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",26,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B",27,"00:通常",30000,10,0,0,0,,,,,,,,,
"7B","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"7C","01","00:通常",30000,10,0,0,0,,,,,,,,,
"7C","02","00:通常",30000,10,0,0,0,,,,,,,,,
"7C","03","00:通常",30000,10,0,0,0,,,,,,,,,
"7C","04","00:通常",30000,10,0,0,0,,,,,,,,,
"7C","05","00:通常",30000,10,0,0,0,,,,,,,,,
"7C","06","00:通常",30000,10,0,0,0,,,,,,,,,
"7C","07","00:通常",30000,10,0,0,0,,,,,,,,,
"7C","08","00:通常",30000,10,0,0,0,,,,,,,,,
"7C","09","00:通常",30000,10,0,0,0,,,,,,,,,
"7C",10,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",11,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",12,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",13,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",14,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",15,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",16,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",17,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",18,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",19,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",20,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",21,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",22,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",23,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",24,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",25,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",26,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",27,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",28,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",29,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",30,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",31,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",32,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",33,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",34,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",35,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",36,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",37,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",38,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",39,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",40,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",41,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",42,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",43,"00:通常",0,0,0,0,,,,,,,,,,
"7C",44,"00:通常",0,0,0,0,,,,,,,,,,
"7C",45,"00:通常",0,0,0,0,,,,,,,,,,
"7C",46,"00:通常",0,0,0,0,,,,,,,,,,
"7C",47,"00:通常",0,0,0,0,,,,,,,,,,
"7C",48,"00:通常",0,0,0,0,,,,,,,,,,
"7C",49,"00:通常",0,0,0,0,,,,,,,,,,
"7C",50,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",51,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C",52,"00:通常",30000,10,0,0,0,,,,,,,,,
"7C","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"7D","01","00:通常",30000,10,0,0,0,,,,,,,,,
"7D","02","00:通常",30000,10,0,0,0,,,,,,,,,
"7D","03","00:通常",30000,10,0,0,0,,,,,,,,,
"7D","04","00:通常",30000,10,0,0,0,,,,,,,,,
"7D","05","00:通常",30000,10,0,0,0,,,,,,,,,
"7D","06","00:通常",30000,10,0,0,0,,,,,,,,,
"7D","07","00:通常",30000,10,0,0,0,,,,,,,,,
"7D","08","00:通常",30000,10,0,0,0,,,,,,,,,
"7D","09","00:通常",30000,10,0,0,0,,,,,,,,,
"7D",10,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",11,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",12,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",13,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",14,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",16,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",17,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",18,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",19,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",20,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",21,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",22,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",23,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",24,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",25,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",26,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",27,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",28,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",29,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",30,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",31,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",32,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",33,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",34,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",35,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",36,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",37,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",38,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",39,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",40,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",41,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",42,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",43,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D",44,"00:通常",30000,10,0,0,0,,,,,,,,,
"7D","Z1","00:通常",0,0,0,0,,,,,,,,,,
"7D","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"7E","01","00:通常",0,0,0,0,,,,,,,,,,
"7E","02","00:通常",0,0,0,0,,,,,,,,,,
"7E","03","00:通常",0,0,0,0,,,,,,,,,,
"7E","04","00:通常",0,0,0,0,,,,,,,,,,
"7E","05","00:通常",0,0,0,0,,,,,,,,,,
"7E","06","00:通常",0,0,0,0,,,,,,,,,,
"7E","07","00:通常",0,0,0,0,,,,,,,,,,
"7E","08","00:通常",0,0,0,0,,,,,,,,,,
"7E","09","00:通常",0,0,0,0,,,,,,,,,,
"7E",10,"00:通常",0,0,0,0,,,,,,,,,,
"7H","01","00:通常",56000,18,1,0,0,,,,,,,,,
"7H","02","00:通常",56000,18,1,0,0,,,,,,,,,
"7H","03","00:通常",56000,18,1,0,0,,,,,,,,,
"7H","04","00:通常",56000,18,1,0,0,,,,,,,,,
"7H","05","00:通常",56000,18,1,0,0,,,,,,,,,
"7H","06","00:通常",56000,18,1,0,0,,,,,,,,,
"7H","07","00:通常",56000,18,1,0,0,,,,,,,,,
"7H","08","00:通常",56000,18,1,0,0,,,,,,,,,
"7H","09","00:通常",0,0,0,0,,,,,,,,,,
"7H",10,"00:通常",0,0,0,0,,,,,,,,,,
"7H",11,"00:通常",0,0,0,0,,,,,,,,,,
"7H",12,"00:通常",0,0,0,0,,,,,,,,,,
"7H",13,"00:通常",0,0,0,0,,,,,,,,,,
"7H",14,"00:通常",0,0,0,0,,,,,,,,,,
"7H",15,"00:通常",0,0,0,0,,,,,,,,,,
"7H",16,"00:通常",0,0,0,0,,,,,,,,,,
"7I","01","00:通常",56000,18,1,0,0,,,,,,,,,
"7I","02","00:通常",56000,18,1,0,0,,,,,,,,,
"7I","03","00:通常",56000,18,1,0,0,,,,,,,,,
"7I","04","00:通常",56000,18,1,0,0,,,,,,,,,
"7I","05","00:通常",56000,18,1,0,0,,,,,,,,,
"7I","06","00:通常",56000,18,1,0,0,,,,,,,,,
"7I","07","00:通常",56000,18,1,0,0,,,,,,,,,
"7I","08","00:通常",56000,18,1,0,0,,,,,,,,,
"7I","09","00:通常",56000,18,1,0,0,,,,,,,,,
"7I",10,"00:通常",56000,18,1,0,0,,,,,,,,,
"7I",11,"00:通常",56000,18,1,0,0,,,,,,,,,
"7I",12,"00:通常",56000,18,1,0,0,,,,,,,,,
"7I",13,"00:通常",56000,18,1,0,0,,,,,,,,,
"7I",14,"00:通常",56000,18,1,0,0,,,,,,,,,
"7I",15,"00:通常",56000,18,1,0,0,,,,,,,,,
"7I",16,"00:通常",56000,18,1,0,0,,,,,,,,,
"7I","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"7J","01","00:通常",56000,18,1,0,0,,,,,,,,,
"7J","02","00:通常",56000,18,1,0,0,,,,,,,,,
"7J","03","00:通常",56000,18,1,0,0,,,,,,,,,
"7J","04","00:通常",56000,18,1,0,0,,,,,,,,,
"7J","05","00:通常",56000,18,1,0,0,,,,,,,,,
"7J","06","00:通常",56000,18,1,0,0,,,,,,,,,
"7J","07","00:通常",56000,18,1,0,0,,,,,,,,,
"7J","08","00:通常",56000,18,1,0,0,,,,,,,,,
"7J",9,"00:通常",56000,18,1,0,0,,,,,,,,,
"7J",10,"00:通常",56000,18,1,0,0,,,,,,,,,
"7J",11,"00:通常",56000,18,1,0,0,,,,,,,,,
"7J",12,"00:通常",56000,18,1,0,0,,,,,,,,,
"7J",13,"00:通常",56000,18,1,0,0,,,,,,,,,
"7J",14,"00:通常",56000,18,1,0,0,,,,,,,,,
"7J",15,"00:通常",56000,18,1,0,0,,,,,,,,,
"7J","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"7K","01","00:通常",56000,18,1,0,0,,,,,,,,,
"7K","02","00:通常",56000,18,1,0,0,,,,,,,,,
"7K","03","00:通常",56000,18,1,0,0,,,,,,,,,
"7K","04","00:通常",56000,18,1,0,0,,,,,,,,,
"7K","05","00:通常",56000,18,1,0,0,,,,,,,,,
"7K","06","00:通常",56000,18,1,0,0,,,,,,,,,
"7K","07","00:通常",56000,18,1,0,0,,,,,,,,,
"7K","08","00:通常",56000,18,1,0,0,,,,,,,,,
"7K","09","00:通常",56000,18,1,0,0,,,,,,,,,
"7K",10,"00:通常",56000,18,1,0,0,,,,,,,,,
"7K",11,"00:通常",56000,18,1,0,0,,,,,,,,,
"7K",12,"00:通常",56000,18,1,0,0,,,,,,,,,
"7K",13,"00:通常",56000,18,1,0,0,,,,,,,,,
"7K",14,"00:通常",56000,18,1,0,0,,,,,,,,,
"7K",15,"00:通常",56000,18,1,0,0,,,,,,,,,
"7K",16,"00:通常",56000,18,1,0,0,,,,,,,,,
"7K","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"7L","01","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L","02","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L","03","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L","04","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L","05","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L","06","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L","07","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L","08","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L","09","00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",10,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",11,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",12,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",13,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",14,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",15,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",16,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",17,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",18,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",19,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",20,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",21,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",22,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",23,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",24,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",25,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7L",26,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","01","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","02","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","03","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","04","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","05","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","06","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","07","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","08","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M","09","00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",10,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",11,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",12,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",13,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",14,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",15,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",16,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",17,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",18,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",19,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",20,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",21,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",22,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",23,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",24,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",25,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7M",26,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","01","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","02","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","03","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","04","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","05","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","06","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","07","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","08","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","09","00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",10,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",11,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",12,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",13,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",14,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",15,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",16,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",17,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",18,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",19,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",20,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",21,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",22,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",23,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",24,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N",26,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7N","A1","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","A2","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","A3","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","A4","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","A5","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","A6","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","A7","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","A8","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","A9","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AA","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AB","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AC","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AD","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AE","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AF","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AG","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AH","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AI","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AJ","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AK","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AL","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AM","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AN","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AO","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AP","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AQ","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AR","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AS","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AT","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AU","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AV","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AW","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","AX","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B1","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B2","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B3","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B4","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B5","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B6","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B7","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B8","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","B9","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BA","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BB","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BC","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BD","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BE","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BF","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BG","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BH","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BI","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BJ","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BK","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BL","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BM","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BN","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BO","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BP","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BQ","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BR","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BS","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BT","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BU","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BV","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","BW","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C1","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C2","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C3","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C4","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C5","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C6","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C7","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C8","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","C9","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CA","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CB","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CC","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CD","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CE","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CF","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CG","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CH","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CI","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CJ","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CK","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CL","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CM","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CN","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CO","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CP","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CQ","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CR","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CS","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CT","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CU","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CV","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CW","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","CX","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","WX","00:通常",1000,0,0,1,0,,,,,,,,,
"7N","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"7O","01","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O","02","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O","03","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O","04","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O","05","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O","06","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O","07","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O","08","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O","09","00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",10,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",11,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",12,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",13,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",14,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",15,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",16,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",17,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",18,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",19,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",20,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",21,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",22,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",23,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",24,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",25,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7O",26,"00:通常",28000,7,2,0,3000,,,,,,,,,
"7P","01","00:通常",40000,12,2,0,0,,,,,,,,,
"7P","02","00:通常",40000,12,2,0,0,,,,,,,,,
"7P","03","00:通常",40000,12,2,0,0,,,,,,,,,
"7P","04","00:通常",40000,12,2,0,0,,,,,,,,,
"7P","05","00:通常",40000,12,2,0,0,,,,,,,,,
"7P","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"7R","01","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R","02","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R","03","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R","04","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R","05","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R","06","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R","07","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R","08","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R","09","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R",10,"10:引当不可",30000,10,0,0,0,,,,,,,,,
"7R",11,"10:引当不可",20000,0,10,0,0,,,,,,,,,
"7R",12,"10:引当不可",20000,0,10,0,0,,,,,,,,,
"7S",20,"00:通常",0,0,0,0,,,,,,,,,,
"7S",21,"00:通常",0,0,0,0,,,,,,,,,,
"7S",22,"00:通常",0,0,0,0,,,,,,,,,,
"7S",23,"00:通常",0,0,0,0,,,,,,,,,,
"7S",24,"00:通常",0,0,0,0,,,,,,,,,,
"7S",25,"00:通常",0,0,0,0,,,,,,,,,,
"7S",26,"00:通常",0,0,0,0,,,,,,,,,,
"7S",27,"00:通常",43000,13,2,0,0,,,,,,,,,
"7S",28,"00:通常",43000,13,2,0,0,,,,,,,,,
"7S",29,"00:通常",43000,13,2,0,0,,,,,,,,,
"7S",30,"00:通常",0,0,0,0,,,,,,,,,,
"7S",31,"00:通常",0,0,0,0,,,,,,,,,,
"7S",32,"00:通常",0,0,0,0,,,,,,,,,,
"7S",33,"00:通常",0,0,0,0,,,,,,,,,,
"7S",34,"00:通常",0,0,0,0,,,,,,,,,,
"7S",35,"00:通常",0,0,0,0,,,,,,,,,,
"7S",36,"00:通常",0,0,0,0,,,,,,,,,,
"7S",37,"00:通常",0,0,0,0,,,,,,,,,,
